,text,task_1,task_2
14677,"RT @Beaadawgg: Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a&#8230;",HOF,HATE
14678,RT @Beard_KW: LMFAOOOOO RT @RealRaymondJ: Which one of y'all toothless hoes made this? &#128553;&#128514; http://t.co/q1YV6rhL0L,HOF,OFFN
14679,RT @BeardedBearsMan: @007BearDownJedi The AFL now has an American draft system #BearBrother! Couple of Yanks are on the playing lists at so&#8230;,NONE,NONE
14680,RT @BeardedGemini: &#8220;@GinaSanabria_: I have no hoes&#8221;,HOF,OFFN
14681,RT @BeardedNixon: Poont gotta be trash,NONE,NONE
14682,RT @Beautiful_Fool: Now he apologizing. Lol Fuck that hoe and her shot up pussy!,HOF,OFFN
14683,"RT @BeautysRaj: ""Ariana is probably the next Beyonce"" bitch if you don't back the fuck up http://t.co/g6XGmAqk52",HOF,OFFN
14684,"RT @BeauutifulNae: - don't trust no , bitch",HOF,OFFN
14685,RT @BeeMsPerfect: Why y'all ain't tell me young thug nails look better then mine ? lol fckin faggot,HOF,OFFN
14686,RT @Beeetzzz: I feel bad for guys that give their girlfriends the world and the bitch still treats them like shit.. Like damn what more do &#8230;,HOF,OFFN
14687,RT @BeenBasedB: &#8220;@_KudaBrazyy: Shawn Micheals &amp; Razor Ramon both had bitches&#8221; Noone had more than Godfather though,HOF,OFFN
14688,RT @Belindaav_: @wigga32 ugh! thank you!!!! my bf still talks so a dumb bitch i dont like&#128530;,HOF,OFFN
14689,RT @BellefemLaVie: @GANGLANDABBY these niggaz bare backing any and every bitch out here&#128530;,HOF,OFFN
14690,RT @BelowThaaBelt_: Snip snip hoe,HOF,OFFN
14691,RT @BenTateRB: This is crazy no RB picked yet. A RB won ROY! 2yrs ago RB was MVP. Ppl 4get how important our position is. This is insane ho&#8230;,NONE,NONE
14692,RT @BenevolentDjinn: I hate seeing women carrying on about how they could fuck somebody's man. Ok??? Trashy ass bitch.,HOF,OFFN
14693,"RT @BenjaminNorton: Remember the ""yellow badge"" Nazis used? 
Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h&#8230;",HOF,HATE
14694,RT @BestOfFOD: These 5th grade hoes ain't loyal&#128514;&#128557; http://t.co/vU3xNaLags,HOF,OFFN
14695,RT @BestOfMessages: Lil hoe http://t.co/kIAoQYr3I4,HOF,OFFN
14696,RT @BestOfNike: Nike beanies #NikePorn http://t.co/nN4Vo90htj,HOF,OFFN
14697,RT @BestOfWorldStar: Charlie Sheen did the ice bucket challenge the right way http://t.co/IjS0b0VtoY,NONE,NONE
14698,"RT @BestSagittarius: #Sagittarius can be compassionate towards other people when they want to be, especially towards the ones they care abo&#8230;",NONE,NONE
14699,"RT @BestVineFights: ""When you finally see the white kid that called you nigger on Call Of Duty"" &#128514;&#128557;&#128514;
https://t.co/X59D4kMY7P",HOF,OFFN
14700,RT @Best_Porn_Title: Hulkamania is running wild on that pussy,HOF,OFFN
14701,RT @BeyonceHasSTD: This hoe know that not her car lmaooo http://t.co/XppHPXD46P,HOF,OFFN
14702,RT @BeyonceLand: Bey lost her ring at the Met Gala. Jay found it &amp; instead of just giving it back he gave it to her as a mock proposal http&#8230;,NONE,NONE
14703,RT @BeyondBanksy: #BreakingNews #streetart #graffiti #new #mural by duo EtamCru in #Rome #Italy #morning #breakfast #coffee #trash http://t&#8230;,NONE,NONE
14704,RT @Beyond_Fatal: &#8220;@_1nonlykeisha: @Beyond_Fatal my bitch bruhhh !!!&#8221; My nigga my nigga &#128541;&#128540;&#128536;,HOF,OFFN
14705,"RT @Bi6hop: Twitter jail is pointless your suppose to tweet , they need instagram jail for hoes doing Shout out for shout out all fucking d&#8230;",HOF,OFFN
14706,RT @BiIIMurray: My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer. They went to the moon. I throw bird ...,NONE,NONE
14707,"RT @Bidenshairplugs: Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. 

#Ferguson",HOF,HATE
14708,"RT @Bidenshairplugs: I can't believe the cops shot this fine young man. There goes the cure for cancer...

#FergusonOctober http://t.co/Leb&#8230;",NONE,NONE
14709,RT @Bidenshairplugs: I'd like to issue a formal apology to Israel for our piece of shit anti-Semitic President and his retarded Secretary o&#8230;,HOF,OFFN
14710,"RT @Bidenshairplugs: Number of women denied birth control by Hobby Lobby: 0

Number of Democrat retards butthurt by the verdict: 30,000,000&#8230;",HOF,OFFN
14711,"RT @BiertempfelTrib: One more from @JimBowdenESPNxm: ""Yankees wouldn't be letting Polanco sit in minor leagues, because they're all about w&#8230;",NONE,NONE
14712,"RT @BigBagOfScum: I'm gonna start my own web MD site and the only three diagnosis are-

Quit being a pussy
Lay off the drugs
Call 911",HOF,OFFN
14713,RT @BigBootyProbs: Happy Valentine&#8217;s Day big booty bitches. &#10084;,HOF,OFFN
14714,RT @BigDaddyCooter: @vngelinaa_ yeah fuck lunch I'll just eat pussy under the staircase by the foriegn language hallway,HOF,OFFN
14715,RT @BigDaddyTise: &#8220;@Mr_popular: Bald headed bitches mad at me because they look like this. don't blame me blame your parents. #BMB http://t&#8230;,HOF,OFFN
14716,RT @BigEl179: Luv riding the #MetroNorth with sour drunk #Yankees fans after a loss... #TooBad #MetsFan #QueensAllDay,NONE,NONE
14717,"RT @BigFatDave: We gave #GunControl a chance. It failed.

No more of this #GunSense nonsense.

#MomsDemand is statist trash http://t.co/MKl&#8230;",NONE,NONE
14718,RT @BigGhostLtd: Shit hoes post on instagram pt 1... http://t.co/s311OC3EK9,HOF,OFFN
14719,RT @BigGreek79: Hank Baskett cheated with a tranny and just got a shoutout!,HOF,OFFN
14720,RT @BigJonBul: The stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig&#8230;,NONE,NONE
14721,RT @BigMac6374: I don't like the weather right now it's scaring me lol why is it yellow?,NONE,NONE
14722,RT @BigNorton: I tweet like a nigger,HOF,OFFN
14723,RT @BigPoppaDot: I'll never think a bitch is all mine.,HOF,OFFN
14724,RT @BigSean: Suck my dick bitch RT @MaizeNBlue23: @bigsean not only are you terrible. You are why hip hop is dead,HOF,OFFN
14725,RT @BigStaxxBoss: I got 99 problems but a bitch ain't one.. That goes for you bitch niggas too! #RNS,HOF,OFFN
14726,RT @Big_Jim777: @2014Alyssa hahaha look at you tryin to be a bitch lol nice try though haha,HOF,OFFN
14727,RT @Bigboybeezy: &#8220;@IgnoreAllLaws: Pick one http://t.co/TBWonqMnJV&#8221; the girl behind the bar who ain't being a hoe,HOF,OFFN
14728,RT @Bigboybeezy: If you a hoe on the internet you a hoe irl,HOF,OFFN
14729,"RT @Bigboybeezy: Kanye &gt; Tupac........ ""are you serious?"" Yep bitch keep it moving.",HOF,OFFN
14730,"RT @Bigchapo_4cH: #Merched&#10004;&#128520;""@_100d: Smoke wit a bitch in Nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;""",HOF,OFFN
14731,RT @BigfineHorseee: Damn Rico ass hit that hoe on point &#128175;&#10004;&#65039;,HOF,OFFN
14732,RT @BiggMoe_: Floyd Mayweather stay with a badd bitch lol,HOF,OFFN
14733,RT @BigggDickBandit: You lil stupid ass bitch i aint fuckin wit you,HOF,OFFN
14734,RT @BigmackNigga: Smoking isnt a game you could get killed monkey see monkey Dooo don't smoke if your not a smoker y'all are the reason ...,NONE,NONE
14735,RT @BigxCool: RT if you're on the slope to 30 and still feel 17,NONE,NONE
14736,RT @Bill_Nye_Tho__: according to this data you a bitch ass nigga,HOF,OFFN
14737,RT @BirdGang316: If you a bird throw it up #birdgang #EaglesNation,NONE,NONE
14738,RT @BitchBeEasy_: niggas w bitch tendencies&lt;,HOF,OFFN
14739,RT @BitchImaSavage_: Real niggas move in silence bitch niggas make a scene cuz they not really wit the violence,HOF,OFFN
14740,"RT @BitchKittyV: I'm sorry but some people's names are just fuckin stupid

Some parents should get a flyin bitch slap for naming kids like &#8230;",HOF,OFFN
14741,"RT @BitchNiggaAlexx: ""Go talk to your other hoes""

 http://t.co/daithpoTw5",HOF,OFFN
14742,RT @BitchNiggaAlexx: Bitches be talking about they ride or die with every nigga they talk to. bitch you done died like 8 times already,HOF,OFFN
14743,"RT @BitchNiggaAlexx: Girls be 6'0 talking about ""catching feelings"" bitch you need to catch this TD pass I'm about to throw you smh",HOF,OFFN
14744,RT @Bitches_LuvCake: Real niggas let a real bitch cum first &#128527;&#128069;&#128166;&#128166;,HOF,OFFN
14745,"RT @BitchieDior: A street nigga don't love nobody if you ain't his day one (bitch, nigga)",HOF,OFFN
14746,RT @BitesBlog: Pat Martin Is Gonna Show Some Yankees a Thing or Two at the James Beard House Tonight http://t.co/crWY99X7EQ,NONE,NONE
14747,RT @BittyTang: &#8220;@Weed_Cloudz: Us calling females hoes for dressing as bunnies and cats for Halloween didn't discourage them one bit...lol&#8221;G&#8230;,HOF,OFFN
14748,RT @BkBap: ...like to have a seat on it. I also don't assume that because a woman contributes to a sex convo that means her pussy is open f&#8230;,HOF,OFFN
14749,"RT @BlackJeezuss: ""i want a black guy thats 6'9, wears jordans and has tattoos""... bitch thats a created player on 2K",HOF,OFFN
14750,RT @BlackJeezuss: When someone drops their trash mixtape in my Dms http://t.co/wkFJfjkNCi,NONE,NONE
14751,RT @BlackJeezuss: bitches cant finish a 6 inch sub but want a 12 inch dick,HOF,OFFN
14752,"RT @BlackNerdJade: #rapeyass RT @FireinFreetown: Uh..not rape her, bitch nigga? RT @latry: You see her passed out drunk, what do you do? ht&#8230;",HOF,OFFN
14753,RT @BlackNerdJade: RT @Parkour_Lewis: *Last 5 hours RT @the_blueprint the last hour and a half of work trash just for existing.,NONE,NONE
14754,RT @BlackNerdJade: RT @fivefifths: Hell wrong with yall? RT @TwanTargaryen: Pecan pie AND sweet potato pie trash. http://t.co/hH50P5pytX,HOF,OFFN
14755,RT @BlackOutNinja15: What a bitch.,HOF,OFFN
14756,"RT @BlackRichyRich: Every nigga
New hoe is 
Da next niggas old hoe",HOF,OFFN
14757,RT @Black__Elvis: My favorite episode of Friends is the one where blacks mysteriously vanish and unemployed white people find affordable ho&#8230;,NONE,NONE
14758,RT @BlackkHippiee: White girls date black guys who hate black culture and they let their stupid ass white girlfriends talk shit and say nig&#8230;,HOF,OFFN
14759,"RT @Blackman38Tide: @WhaleLookyHere Trying to cat fish me, like nuh uh bitch get in the back.",HOF,OFFN
14760,RT @BlakeAnderson21: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to shoot this pussy! Ima beat his face into the asphalt t ...,HOF,HATE
14761,"RT @Blakeanthony98: &#8220;@Thompson_Era: &#8220;@hiagokoury: That hoe smashed the whole team !&#8221; 

&#128557;C&#128514;H&#128557;I&#128514;L&#128557;L&#128514;&#8221; Lmao y'all fools&#128514;&#128514;&#128514;&#128514;",HOF,OFFN
14762,RT @BlasianBytch: @graceishuman @rhiannonrevolts yellow face and it's a no.,NONE,NONE
14763,RT @BlazeTheGreat_: I hate when niggas get mad cuz you fucked they girl when really he should be happy you showed him that bitch unloyal,HOF,OFFN
14764,"RT @BlazeTheGreat_: The most likely signs to be crazy bitches:

Aries
Taurus
Gemini
Cancer
Leo
Virgo
Libra
Scorpio
Sagittarius
Capricorn
Aq&#8230;",HOF,OFFN
14765,"RT @BleacherReport: VIDEO: &#8220;Don&#8217;t hurt yourself!&#8221; @kobebryant hits a jumper over a rookie, proceeds to talk trash http://t.co/m8l0nvAim2 ht&#8230;",NONE,NONE
14766,RT @BleacherReport: VIDEO: CFL LB Solomon Elimimian trash talks an opponent during a halftime interview http://t.co/EYjinwIWwE http://t.co/&#8230;,NONE,NONE
14767,RT @BleacherReport: VIDEO: Derek Jeter hits a walk-off single on his final at-bat at Yankee Stadium http://t.co/jM4biAGXU8 http://t.co/3cIJ&#8230;,NONE,NONE
14768,RT @BleekBrown Miramar had the baddest hoes shid hoes looking like they was in college + HAD,HOF,OFFN
14769,RT @Blessedyaszay: #IWantToPunchPeopleWho mock God,NONE,NONE
14770,RT @BlissTabitha: Homeowner Shoots Armed Suspect Who Attacked and Pistol Whipped Him http://t.co/VLuEwUGclg,NONE,NONE
14771,"RT @BloggerBoxing: ""No matter where you go, there's always an asshole wearing a Yankees cap.""

-@Sounds_good_bro http://t.co/TbgyIkpv1E",HOF,OFFN
14772,RT @BloodBloodBIood: Valentines day is just an extra Christmas for bitches blood,HOF,OFFN
14773,"RT @BloopersinLife: Ugh, white trash. http://t.co/BLdNkQUgf3",HOF,OFFN
14774,RT @BlueBluesHair: When you and your friend are talking and that bitch y'all heavily don't fuck with walks past http://t.co/l8gNE4xXZg,HOF,OFFN
14775,RT @BluntsNextDoor: When a bitch get you fucked up https://t.co/CnlV5nwnxZ,HOF,OFFN
14776,RT @BmorePocahontas: Asking his kids if they brought an apple for the teacher &#128514;&#128514;&#128514; he's such a queer,HOF,OFFN
14777,RT @BoatBuilder_: call me a free bird,NONE,NONE
14779,RT @BobGNARLEE: Back when I was a young buffalo soldier ha s/o to the bro @_whereisperry #tbt We still in this bitch&#8230; http://t.co/FR1aaIV42x,HOF,OFFN
14780,"RT @BobKlap: Asked Betances before the game if he&#8217;d like to be a starter again someday. &#8220;If the Yankees ever asked me, I would. But I&#8217;m a r&#8230;",NONE,NONE
14781,"RT @Bob_Heller: Tell me again how Citizen Kane is the best movie of all time, then go watch Caddyshack. you pretentious film school cunt.",HOF,OFFN
14782,RT @Bob_Heller: Whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and definitely&#8230;,HOF,OFFN
14783,"RT @BobbyBlu_Band: Note about 300&#247;30 days in a month, these hoes selling pussy for $10 a pop lol. http://t.co/1tDZ1eQ3vM",HOF,OFFN
14786,"RT @Bombfantasyyy: If you aint fucking me , feeding me , or supporting me YOUR OPINION is irrelevant bitch.",HOF,OFFN
14787,RT @BongRipBo: @Thompson_Era Muhammad Ali. Roy Gracie out this hoe,HOF,OFFN
14788,"RT @Boobah_: These hoes be fucking all of us niggas. I got news for all the monogamous niggas, yo bitch fucking anonymous niggas",HOF,OFFN
14789,RT @Boobs_Shoes: On some real nigga shit some bitches need slapped...,HOF,OFFN
14790,"RT @Book_Krazy: I don't always get drunk and pass out but when I do, when did they start making colored duct tape?",NONE,NONE
14791,"RT @Booskerz: ""@DailySexSupply: Girls that fuck back &gt;&gt;&gt; &#128525;&#128525; http://t.co/pI064ylhF6"" @iDocLyfe your last one was trash so here",HOF,OFFN
14792,RT @BootyGangCult: Some of you bitches aren&#8217;t built to wear certain shit. http://t.co/IjTJvYY2VY,HOF,OFFN
14793,RT @BootyGangCult: These hoes out of control https://t.co/TynErthixK,HOF,OFFN
14794,RT @BossyDiva__: Come get yo hoe,HOF,OFFN
14795,"RT @BoujieAssMeena: I always text my besties like ""bitch call me I got the scoop&#128064;"" &#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;",HOF,OFFN
14796,RT @BoujieAssMeena: My bitches got pretty pussy&#128516;&#128516;&#128516;&#128540;&#128540;&#128540;,HOF,OFFN
14797,RT @BoutCrazed: The best way to make a hillbilly do something is to tell him he can't do it.,NONE,NONE
14798,"RT @BowDownn_Bitch: Nine times outta ten the bitch using them same unclean brushes on all ten of her clients. I can't with you ""beat faced""&#8230;",HOF,OFFN
14799,RT @BowersockNick: Least I ain't broke bitch!,HOF,OFFN
14800,"RT @BoyGoten: When Waka said, ""Suck My Dragon Balls bitch call me GOKU!"" http://t.co/N7kP7dS198",HOF,OFFN
14801,RT @Br33zyF: Jackie a Old bamma ass bitch,HOF,OFFN
14802,RT @Braceface_Tay: Tell them bitches I'll always be your Mrs.&#128141;,HOF,OFFN
14803,RT @BradThor We now know more about Twinkies and how old the earth is than what happened in #Benghazi.,NONE,NONE
14804,"RT @Brandan420_: ""You smell like Weed..."" and bitch you smell like sober.",HOF,OFFN
14805,RT @Brandee876: ghetto sour cream http://t.co/1meyQQ7B6G,NONE,NONE
14806,RT @BrandonBangerz: &#8220;@mostafa092: &amp; you guys thought sharkiesha and shovel girl were crazy.. she snapped this bitches nose. https://t.co/5&#8230;,HOF,OFFN
14807,"RT @BrandonOnDrums: ""She still a bitch"" RT @Mryungone: Lol so what do you tweet if you lose?",HOF,OFFN
14808,"RT @BrandonTierney: Crooked number followed by shut down frame, love it. #Yankees",NONE,NONE
14809,RT @BrandonTierney: Grinding! #Yankees,NONE,NONE
14810,RT @BrandonTweets__: Who else remembers these bitches http://t.co/MjrypfCjPd,HOF,OFFN
14811,RT @BranninWGL: RT @QB_Hitman: RT @latry: But thats your baby mom though. RT @Tyga: That ain't my hoe.,HOF,OFFN
14812,"RT @BraveConWarrior: GRAPHIC ~&gt; 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids http://t.co/&#8230;",NONE,NONE
14813,"RT @BreadTruckkBri: ""@VoiceOfDStreetz: &#8220;@BreadTruckkBri: These hoes gon come &amp;&amp; go, i feel it.&#8221;"" boy, lol",HOF,OFFN
14814,RT @BreadTruckkBri: Denzy a hoe &#128514;&#128514;&#128514;,HOF,OFFN
14815,RT @BreeBGorgeous: Females now a days don't like to do anything freaky because . You niggas gossip about it like bitches .,HOF,OFFN
14816,"RT @Brendaaaa05: I'm in love with mary jane and codine
I don't love these hoes",HOF,OFFN
14817,"RT @Brennanculp: But if you a hoe, do you. I ain't judging you. Get it in, but don't hurt someone in the process, be straight up ab it",HOF,OFFN
14818,"RT @BrentLanders6: Charlie: ""My last two songs will be quasi-religious songs for the sake of @WhiteIronBand who's coming up next.""",NONE,NONE
14819,RT @Brezsha_Imani: He tweet like a bitch broke his heart,HOF,OFFN
14820,"RT @BriWh0: Niggas gossip like hoes, most of 'em bitches",HOF,OFFN
14821,RT @BrianFromWork: @ThatOneGirlPink @coL_TuQuick naw bitches want attention not respect... Real women want respect #truth,HOF,OFFN
14823,"RT @Brianhopecomedy: &#8220;Daddy, Batman&#8217;s parents are dead.&#8221;

&#8220;Yup.&#8221;

&#8220;And Superman&#8217;s.&#8221;

&#8220;Yup.&#8221;

&#8220;What am I going to be when you die?&#8221;

&#8220;Sad ho&#8230;",NONE,NONE
